index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo,RegionGo2,Similarity_LAG1
2180,419-723,21,419-723PL1,Absent,17059,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,33,32,0,0,0,0,4,3,30,31,0,0,0,0,5,6,29,28,0,0,0,0,8,7,25,27,26,0,0,0,9,10,24,23,0,0,0,0,12,11,21,22,0,0,0,0,13,14,20,19,0,0,0,0,16,15,17,18,0,0,0,0,31,1,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2180,0,16.557488653555218,16.557488653555218,295,0.99375,33,0.9696969696969696,64,0.03030303030303028,0.984375,0.9696969696969696,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
2181,419-723,22,419-723PL1,Absent,18429,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,15,16,14,13,0,0,0,0,17,18,19,20,0,0,0,0,24,22,23,21,0,0,0,0,25,29,30,32,0,0,0,0,26,28,31,33,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2181,0,16.557488653555218,16.557488653555218,327,1.0,32,0.9696969696969696,64,0.03030303030303028,1.0,1.0,0.99375,0.9696969696969696,0.03030303030303028,1.0,LEFT,LEFT,0.9696969696969696
2182,419-723,23,419-723PL1,Absent,17701,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,17,16,14,13,0,0,0,0,23,19,20,21,0,0,0,0,24,25,26,22,0,0,0,0,27,29,31,33,0,0,0,0,28,30,32,34,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,LEFT,2182,0,16.557488653555218,32.0,359,1.0,32,1.0,64,0.0,1.0,1.0,1.0,0.9696969696969696,0.03030303030303028,0.0,LEFT,LEFT,1.0
2186,419-723,27,419-723PL1,Absent,18852,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,33,25,23,22,0,0,0,0,32,26,24,21,0,0,0,0,31,27,18,19,0,0,0,0,30,29,17,20,0,0,0,0,11,12,13,14,0,0,0,0,9,10,16,15,0,0,0,0,8,7,6,5,0,0,0,0,1,2,3,4,0,0,0,0,31,1,Unicorn_Absent,-1,-1,Unicorn_Present,LEFT,2186,0,16.557488653555218,32.0,390,0.99375,32,1.0,64,0.03030303030303028,0.984375,1.0,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
2188,419-723,29,419-723PL1,Absent,16711,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,5,4,9,0,0,0,0,2,6,7,8,0,0,0,0,16,14,12,11,0,0,0,0,17,15,13,10,0,0,0,0,18,19,20,21,0,0,0,0,25,24,23,22,0,0,0,0,26,27,28,29,0,0,0,0,33,32,31,30,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,LEFT,2188,0,16.557488653555218,32.0,422,1.0,32,1.0,64,0.03030303030303028,1.0,1.0,0.99375,1.0,0.03030303030303028,1.0,LEFT,LEFT,1.0
2190,419-723,31,419-723PL1,Absent,16406,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,3,2,1,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,14,13,0,0,0,0,17,18,19,20,0,0,0,0,24,23,22,21,0,0,0,0,25,26,27,28,0,0,0,0,32,31,30,29,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2190,0,16.557488653555218,16.557488653555218,454,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.03030303030303028,0.0,LEFT,LEFT,1.0
2191,419-723,32,419-723PL1,Absent,16900,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,31,30,29,0,0,0,0,25,26,27,28,0,0,0,0,24,22,23,21,0,0,0,0,17,18,19,20,0,0,0,0,16,15,14,13,0,0,0,0,9,10,11,12,0,0,0,0,8,7,6,5,0,0,0,0,1,2,3,4,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,LEFT,2191,0,16.557488653555218,32.0,486,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
2194,419-723,35,419-723PL1,Absent,18105,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,3,4,5,0,0,0,0,9,8,7,6,0,0,0,0,10,11,12,13,0,0,0,0,17,16,15,14,0,0,0,0,18,19,20,21,0,0,0,0,25,24,23,22,0,0,0,0,26,27,28,29,0,0,0,0,33,32,31,30,0,0,0,0,31,0,Unicorn_Absent,-1,-1,Unicorn_Present,LEFT,2194,0,16.557488653555218,31.5,517,0.99375,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
2197,419-723,38,419-723PL1,Absent,15871,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,14,13,0,0,0,0,17,18,19,20,0,0,0,0,24,23,22,21,0,0,0,0,25,26,27,28,0,0,0,0,32,31,30,29,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,LEFT,2197,0,16.557488653555218,32.0,549,1.0,32,1.0,64,0.0,1.0,1.0,0.99375,1.0,0.0,0.0,LEFT,LEFT,1.0
2199,419-723,40,419-723PL1,Absent,16052,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,14,13,0,0,0,0,17,18,20,21,0,0,0,0,25,24,23,22,0,0,0,0,26,27,28,29,0,0,0,0,33,32,31,30,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2199,0,16.557488653555218,16.557488653555218,581,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
2200,419-723,41,419-723PL1,Absent,16154,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,14,13,0,0,0,0,17,18,19,20,0,0,0,0,23,24,22,21,0,0,0,0,25,26,27,28,0,0,0,0,32,31,30,29,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2200,0,16.557488653555218,16.557488653555218,613,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
2201,419-723,42,419-723PL1,Absent,17073,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,14,13,0,0,0,0,17,18,19,20,0,0,0,0,24,23,22,21,0,0,0,0,25,26,27,28,0,0,0,0,32,31,30,29,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,LEFT,2201,0,16.557488653555218,32.0,645,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
2206,419-723,47,419-723PL1,Absent,16629,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,2,1,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,15,16,14,13,0,0,0,0,17,19,21,23,0,0,0,0,18,20,22,24,0,0,0,0,31,29,27,25,0,0,0,0,32,30,28,26,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2206,0,16.557488653555218,16.557488653555218,677,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
2207,419-723,48,419-723PL1,Absent,16207,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,3,5,7,0,0,0,0,2,4,6,8,0,0,0,0,15,13,11,9,0,0,0,0,16,14,12,10,0,0,0,0,17,19,21,25,0,0,0,0,18,20,22,24,0,0,0,0,26,27,30,31,0,0,0,0,29,28,33,32,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,LEFT,2207,0,16.557488653555218,32.0,709,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
2212,419-723,53,419-723PL1,Absent,15943,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,14,13,0,0,0,0,17,18,19,20,0,0,0,0,24,23,22,21,0,0,0,0,25,26,27,28,0,0,0,0,32,31,30,29,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2212,0,16.557488653555218,16.557488653555218,741,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
2213,419-723,54,419-723PL1,Absent,16613,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,7,8,6,5,0,0,0,0,9,11,13,16,0,0,0,0,10,12,14,15,0,0,0,0,20,19,18,17,0,0,0,0,21,22,23,24,0,0,0,0,28,27,26,25,0,0,0,0,29,30,31,32,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Present,LEFT,2213,0,16.557488653555218,32.0,773,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
2216,419-723,57,419-723PL1,Absent,15494,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,11,12,13,0,0,0,0,16,15,17,14,0,0,0,0,18,19,20,21,0,0,0,0,25,24,23,22,0,0,0,0,26,27,28,29,0,0,0,0,33,32,31,30,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2216,0,16.557488653555218,16.557488653555218,805,1.0,32,1.0,64,0.0,1.0,1.0,1.0,1.0,0.0,0.0,LEFT,LEFT,1.0
2217,419-723,58,419-723PL1,Absent,16518,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,14,13,0,0,0,0,17,18,19,20,0,0,0,0,24,23,22,21,0,0,0,0,25,26,27,28,0,0,0,0,32,31,30,29,0,0,0,0,31,1,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2217,0,16.557488653555218,16.557488653555218,836,0.99375,32,1.0,64,0.03030303030303028,0.984375,1.0,1.0,1.0,0.0,0.0,LEFT,,1.0
2218,419-723,59,419-723PL1,Absent,14901,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,2,3,4,0,0,0,0,8,7,6,5,0,0,0,0,9,10,11,12,0,0,0,0,16,15,14,13,0,0,0,0,17,18,19,20,0,0,0,0,23,24,22,21,0,0,0,0,25,26,29,32,0,0,0,0,28,27,30,31,0,0,0,0,32,0,Unicorn_Absent,-1,-1,Unicorn_Absent,LEFT,2218,0,16.557488653555218,16.557488653555218,868,1.0,32,1.0,64,0.03030303030303028,1.0,1.0,0.99375,1.0,0.03030303030303028,1.0,,,1.0
